ID,Name in the language,Name in English,Alternate names,Countries,Country codes,Description of the location(s),Latitude,Longitude,Degree of endangerment,Number of speakers,Date/accuracy of estimate,Sources
01625,,Tunisian Judeo-Arabic (Tunisia),l’arabe des juifs tunisiens,Tunisia,TN,Spoken mainly in Tunis. The other jewish community of Tunisia is in Djerba where the language is Tamazight (Djerbi),33.8795,10.0634,critically endangered,500,There has been no census. Only a few speakers are believed to have remained in Tunisia. The figure of 500 is from Ethnologue.,"Earlier and best description@ David Cohen.Recent references used by Ethnologue mainly Mutzafi, but not necessarily reliable for data outside Israel."
01758,,Tuotomb,,Cameroon,CM,,4.4449,10.3710,severely endangered,1000,1984,Ethnologue
01975,,Tupari,,Brazil,BR,,-12.0876,-62.4792,definitely endangered,150,"2005; 2006 pop=433, Funasa/ISA","Moore, 2008."
02516,,Turaka,,Papua New Guinea,PG,Milne Bay Province,-9.7960,149.4470,critically endangered,35,2000,Grimes 2000
01542,,Turi,,India,IN,"West Bengal,mostly in Jharkhand, Ranchi, Gumla and Lohardaga districts; other speakers in Chhattisgarh, Raigarh Dt. ; Orissa, Sambalpur and Sundargarh districts; West Bengal, Birbhum, Nadia, Murshidabad and Bankura districts..",21.8411,87.2973,definitely endangered,5000,"’several thousand’ in van Driem 2007c; Ethnologue gives 6000 (2000 WCD) and an ethnic population of 150,000 (1981 census).",
02356,,Turoyo,_uroyo,Syrian Arab Republic; Turkey,SY;TR,"Traditionally spoken around the town of Midiad, Turkey; important emigration in Sweden and Germany",37.4050,41.3745,severely endangered,50000,B.Poizat (p.c.) - 2008,
02858,,Tuscarora (Canada),,Canada,CA,Spread over 2 communities in Canada,43.0720,-80.0150,critically endangered,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievalsUNESCO Atlas 2nd edition (Wurm (2001))Ethnologue: Languages of the World (Gordon, (2005))http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.htmlhttp://en.wikipedia.org/wiki/Portal:Contents"
00415,,Tuscarora (United States of America),,United States of America,US,"Tuscarora Reservation near Niagara Falls, New York, in the US; Six Nations Reserve, Ontario, in Canada.",43.0877,-79.0627,critically endangered,3,,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
03163,,Tutuba,,Vanuatu,VU,"Tutuba Island, off southeastern coast of Santo",-15.5727,167.2750,definitely endangered,120,2000,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
01012,,Tututni,,United States of America,US,,42.5756,-124.0688,extinct,0,,
02758,,Tuvaluan,,Tuvalu,TV,Tuvalu and New Zealand,-8.5049,179.1870,definitely endangered,11000,2000,Grimes 2000
01560,,Tuvan,,China; Mongolia; Russian Federation,CN;MN;RU,the Republic of Tuva in the Russian Federation and adjacent regions in China and Mongolia,51.7134,94.3945,vulnerable,242754,2002 census of the Russian Federation; much smaller numbers of speakers in China and Mongolia,"_. _. ___: _________ ____. — _____ ____: ________ _____. ______: ______, 1997. 384–393."
00019,,Tuwuli,"Bowili, Tora",Ghana,GH,,7.0572,0.3845,vulnerable,11400,2003,Ethnologue
02209,,Tuyuca (Brazil),"Tuyúka, Tuiuca, Dokapuara, *U*tapinõmakãphõná",Brazil,BR,,0.4394,-66.8847,vulnerable,800,"2001; 2005 pop=825, Dsei/Foirn/ISA, speaker estimate based on comments by linguist Stenzel, but not confirmed","Databank Moore, 2008."
02386,,Tuyuca (Colombia),Tuyúka,Colombia,CO,,0.3515,-70.2026,definitely endangered,,,
01692,,Tuzantec,muchu’,Mexico,MX,"Municipality of Tuzantán, state of Chiapas",15.1455,-92.4232,critically endangered,5,Census 2000,"Census 2000, information provided by INALIComplementary information provided by collaborator H. Antonio García Zúñiga"
01030,,Twana,,United States of America,US,,47.3344,-123.1607,extinct,0,,
02184,,Tz’utujil,Tzutujil,Guatemala,GT,"San Lucas Tolimán, San Pablo la Laguna, San Juan la Laguna, San Pedro la Laguna, Santiago Atitlan, Chicacao",14.6394,-91.2301,definitely endangered,63237,"Instituto Nacional de Estadística, Guatemala (2002) XI Censo Nacional de Población",XI Censo Nacional de Población for number of speakers and language names; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations
02596,,U,,China,CN,"Pa Xep village, Shehe commune, Shuangjiang county, Yunnan",23.4844,99.8404,definitely endangered,3000,,Svantesson 1988
01993,,Ubi,,Chad,TD,,12.1534,18.6946,severely endangered,1100,1995,Ethnologue
02449,,Ubykh (Caucasus),,Russian Federation,RU,originally the Black Sea coast north from Khosta in what is now the southernmost part of Krasnodar Region,43.5585,39.8597,extinct,0,"practically the entire Ubykh nation, some 50,000 people, migrated to Turkey in 1864",
01378,,Ubykh (Turkey),,Turkey,TR,émigré communities since 1864; the last speaker was from the village of Hacı Osman Köyü near the Sea of Marmara,40.0402,28.0096,extinct,0,"the last speaker, Tevfik Esenç, died in 1992","_. _. _______: ________ ____. — _____ ____: __________ _____. ______: Academia, 2001. 146–156."
00680,,Udege,Udeghe; Udihe,Russian Federation,RU,"mainly concentrated in four villages: Krasnyy Yar in Pozharskoye County and Agzu in Terney County in Maritime (Primor’ye) Region, and Gvasyugi in the County of Lazo and Arsen’yevo (Rassvet) in Nanay County in Khabarovsk Region",47.6209,136.0903,critically endangered,40,2005 _________ estimate,"_. _. _____: __________ ____. — _____ ____: ___________ _____; _______-____________ _____; ________ ____; _________ ____. ______: ______, 1997. | _. _. _________: __________ ____ http://lingsib.unesco.ru/ru/languages/udeghe.shtml.htm"
01379,,Udi (Azerbaijan),,Azerbaijan,AZ,"the villages of Vartashen (Vardashen, currently Oguz) in Vartashen County and Nij (Niç) in Kutkashen (currently Qabala) County, recently also in Sheki (_äki) County and part of Zakatali County; most speakers have emigrated to the Russian Federation",41.0689,47.4609,severely endangered,5000,estimate for Azerbaijan based on the 1989 census of the Soviet Union; cf. Udi (Georgia),"_. _. _______, ___ _______ _. _. _______: ________ ____. — _____ __________ _________ _ ________ __________: ____________ III. ______: _____, 2005. http://udilang.narod.ru/papers/Udi_LangsRF2005.pdf"
02579,,Udi (Georgia),,Georgia,GE,since the 1920s the village of Okt’omber (formerly Zinobiani) in Kvareli County,41.8905,45.9130,severely endangered,,not available; many speakers have emigrated to the Russian Federation; cf. Udi (Azerbaijan),"_. _. _______, ___ _______ _. _. _______: ________ ____. — _____ __________ _________ _ ________ __________: ____________ III. ______: _____, 2005. http://udilang.narod.ru/papers/Udi_LangsRF2005.pdf"
00583,,Udmurt,,Russian Federation,RU,"the Udmurt Republic and parts of Tatarstan, the Republic of Mariy-El, Bashkortostan, and Kirov (Vyatka) and Perm’ provinces",57.2315,52.8662,definitely endangered,463837,2002 census,"Sandor Csucs: Udmurt. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 276–304."
03082,,Uhunduni,,Indonesia,ID,Irian Jaya,-4.2054,137.0310,vulnerable,14000,2000 Wurm,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
03123,,Ujir,Udjir,Indonesia,ID,"Ujir Island and Samang on the end of western peninsula on Wokam Island, in northwest Aru Islands, south Maluku",-5.6105,134.2776,definitely endangered,1200,1995,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02012,,Ukhwejo,Benkonjo,Central African Republic,CF,,3.3626,16.0565,severely endangered,2000,1996,Ethnologue
00681,,Ulcha,,Russian Federation,RU,Ul’cha County in Khabarovsk Region,52.0457,140.4162,critically endangered,732,2002 census,"_. _. _____: ________ ____. — _____ ____: ___________ _____; _______-____________ _____; ________ ____; _________ ____. ______: ______, 1997. | _. _. ________: ________ ____. — _____ _______ ______: _______ _____. ______: Academia, 2002. 207–211. | _. _. _________: ________ ____ http://lingsib.unesco.ru/ru/languages/ulch.shtml.htm"
02773,,Ulithian,,"Micronesia, Federated States Of",FM,Eastern Caroline Islands,10.0229,139.6801,severely endangered,3000,1987,Grimes 2000
02246,,Ulwa,Sumo meridional (together with Panamahka),Nicaragua,NI,Community of Karawala in Regiones Autónomas del Sur,12.8894,-83.5779,severely endangered,500,Estimate by Constenla,Personal communication by Danilo Salamanca and Article by Constenla
02541,,Umbrul,,Vanuatu,VU,Malekula,0.0000,0.0000,critically endangered,5,2000,Lynch & Crowley 2001
00584,,Ume Saami,,Sweden,SE,"Arvidsjaur County and the southeastern corner of Arjeplog County in Norrbotten Province (Pite Lappmark) and Malå and Sorsele counties and the northern Tärna region in Storuman County in Västerbotten Province (Lycksele Lappmark), Sweden; formerly also Rana County in Nordland Province, Norway",65.1091,18.2153,critically endangered,20,estimate based on correspondence with Olavi Korhonen; possibly down to less than 10 by now,"Pekka Sammallahti: The Saami languages: an introduction. Kárá_johka: Davvi Girji, 1998."
00313,,Umpila,,Australia,AU,,-13.0366,143.3386,severely endangered,12,"NILS Report 2005Reliable & recent (+/- 20%)",
02164,,Umutina,"Barbados, Omotina",Brazil,BR,"Brazil, western Mato Grosso State, on the Bugres River (atributary of the Paraguay), about 130 kms. to the northeast of Cuiabá, Alto Paraguai and Barra do Bugres municipalities, Terra Indígena Umutina.",-15.0425,-57.1026,extinct,0,"Pop. 392, census FUNASA 2006 (ISA site)","www.socioambiental.orgMoore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil)"
00416,,Unami,"Delaware, Oklahoma Delaware, Lenape",United States of America,US,,39.1300,-76.0253,extinct,,The last speaker of Unami died in 2002.,Golla et al ms.
01105,,Upland Yuman,"Hualapai (Walapai), Havasupai, and Yavapai are dialects of this language.",United States of America,US,"Hualapai Indian Reservation, Peach Springs, AZ; Havasupai in Supai village in Havasu Canyon, western end of the Grand Canyon; Yavapai at four reservation communities, Prescott, Fort McDowell, Camp Verde, and Clarkdale, Az.",36.2377,-112.7094,vulnerable,1650,"Hualapai dialect: about 1,000, all ages; Havasupai dialect: more than 500, all ages; Yavapai dialect: 125, middle aged or older.","Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
01034,,Upper Chehalis,,United States of America,US,,46.4111,-122.9949,extinct,0,,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
01008,,Upper Kuskokwim,Kolchan,United States of America,US,the Upper Kuskokwim River drainage,63.0091,-154.3889,critically endangered,25,2000,"Golla et al. msKrauss 2007"
02859,,Upper Tanana (Canada),,Canada,CA,Spread over 1 communities in Canada,62.3824,-140.8984,critically endangered,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievalsUNESCO Atlas 2nd edition (Wurm (2001))Ethnologue: Languages of the World (Gordon, (2005))http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.htmlhttp://en.wikipedia.org/wiki/Portal:Contents"
00232,,Upper Tanana (United States of America),,United States of America,US,"villages of Northway, Tetlin, and Tok in Alaska",62.6867,-141.2182,critically endangered,55,2000,"Krauss 2007Golla et al. ms"
01011,,Upper Umpqua,,United States of America,US,,43.4476,-123.7700,extinct,0,,
02544,,Ura,,Vanuatu,VU,Erromango,-18.6540,169.0740,critically endangered,3,2000,Lynch & Crowley 2001
02688,,Urak Lawoi (Malaysia),Urak Lawoi’,Malaysia,MY,,6.4194,99.7869,definitely endangered,2500,,Bradley 2007
01320,,Urak Lawoi (Thailand),"Chao Thalay, Thai Mai",Thailand,TH,,7.7756,98.3306,definitely endangered,2500,,Bradley 2007
00948,,Urarina,Kacha. Simacu. Itucale.,Peru,PE,"Departamento de Loreto, río Chambira, aldea de Nueva Esperanza, entre otras..",-4.3464,-75.3002,vulnerable,2000,Information from recent fieldwork by Olawsky (2000-2003),"Olawsky, ’A grammar of Urarina’ (2006)"
00839,,Uru,Uchumataqu,Bolivia,BO,"Last documented community was Iru-Ito, near Ancoaqui, on the Desaguadero river in Bolivia",-16.5519,-68.6645,extinct,1,,"Cerrón-Palomino, ’El chipaya o la lengua de los hombres del agua’ (2006).Hannss, ’Uchumataqu’ (2008)."
01977,,Uru-eu-au-au,"Kawahíb, Amondawa, Jupaú",Brazil,BR,,-11.6852,-63.6547,vulnerable,183,"2003; 2006 Uru-eu-wau-wau (Jupaú?) pop=100, Funasa/ISA; 2003 Amondawa pop= 83, Kanindé/ISA","Moore, 2008."
00470,,Uruak,"Arutani, Awakê",Venezuela (Bolivarian Republic of),VE,"State of Bolívar, Venezuela. State of Roraima, Brazil.",3.9957,-63.5888,critically endangered,19,,"Mosonyi and Mosonyi (2000), ’Manual de lenguas indígenas de Venezuela’.SIL Ethnologue."
03219,,Uruava,,Papua New Guinea,PG,"Northeastern coast of Bongainville Island, Bougainville Province",-5.9357,154.7863,extinct,0,2000 (5 or less in 1977),"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
01669,,Urum,Greek Tatar,Georgia; Russian Federation; Ukraine,GE;RU;UA,"originally the south of the Crimea, now a few villages in Donets’k (Donetsk) Province in the southeast of the Ukraine and some places, notably Trialeti, in Georgia and perhaps elsewhere in the Caucasus; an outlying dialect of (Crimean) Turkish",47.0102,36.7822,definitely endangered,,not available,"Baruch Podolsky: Notes on the Urum language. Mediterranean Language Review 2 (1985): 99–112. Baruch Podolsky: Notes on the Urum (Greek-Tatar) language. Rocznik orientalistyczny 44, 2 (1985): 59–66."
01974,,Urupá,,Brazil,BR,,-10.8980,-61.8090,extinct,0,,"Moore, 2008."
02191,,Ushojo,Ushuji,Pakistan,PK,"Upper reaches of Bishigram (Chail) Valley, east of Madyan, Swat Kohistan, Northern Areas, Pakistan",35.0209,72.8970,definitely endangered,2000,1992 census,"Rensch, Calvin R., Sandra J. Decker, and Daniel G. Hallberg. 1992. Languages of Kohistan."
03083,,Usku,,Indonesia,ID,Irian Jaya,-3.5449,140.7499,critically endangered,20,2000 Wurm,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02185,,Uspantek,Uspanteco,Guatemala,GT,Uspantán,15.3475,-90.8684,vulnerable,3971,"Instituto Nacional de Estadística, Guatemala (2002) XI Censo Nacional de Población",XI Censo Nacional de Población for number of speakers and language names; contributor H. Antonio García Zúñiga consulted Ethnologue for language locations
02517,,Usu,Uya,Papua New Guinea,PG,Madang Province,-5.2851,145.4974,severely endangered,93,2000,Grimes 2000
01132,,"Ute (Colorado, Southern Ute)",,United States of America,US,Southern Ute Tribe,37.1150,-107.6331,severely endangered,100,,Golla et al. ms.
01818,,"Ute (Colorado, Ute Mountain)",,United States of America,US,Ute Mountain Ute,37.2105,-108.7223,severely endangered,500,,Golla et al. ms.
01819,,Ute (Utah),,United States of America,US,Uintah-Ouray Ute Reservation,40.2329,-109.8223,severely endangered,300,,Golla et al. ms.
02894,,Utsat,"Tsat, Huihui",China,CN,,18.2727,109.3871,definitely endangered,3700,2000,Bradley 2007
00942,,Vacacocha,Abishira. Tequiraca.,Peru,PE,"Departamento de Loreto, Comunidad de Puerto Elvira, arriba del encuentro del río Napo con el río Curaray",-2.0869,-74.5092,critically endangered,2,Información directa de estudioso de lenguas amaz,Simon Overall (2008)
02150,,Vafsi,,Iran (Islamic Republic of),IR,"Vafs, Arak District, Markazi Province, Iran",34.0867,49.8861,definitely endangered,18000,2003 census,
01396,,Valle Nacional Chinantec,Chinanteco de San Juan Bautista Valle Nacional,Mexico,MX,"Locality of San Mateo Yetla (and others with fewer speakers) in the municipality of Valle Nacional, state of Oaxaca",17.7747,-96.3034,definitely endangered,442,Census 2000,"Contibutor: Judi Lynn Anderson, Census 2000, INALI information"
01082,,Valley Yokuts,"Three named dialects, Chukchansi, Yowlumne (Yawelmani), and Tachi.",United States of America,US,"Yowlumne (Yawelmani) on the Tule River Reservation, Chukchansi at the Picayune and Table Mountain Rancherias in the foothills northeast of Fresno, and Tachi at the Santa Rosa Rancheria near Lemoore, CA.",36.0582,-119.5241,severely endangered,30,"There are about 25 fluent and semi-fluent speakers of Yowlumne (Yawelmani), a few semi-speakers of Chukchansi, and a few speakers of Tachi.","Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
02525,,Vano,Lovono,Solomon Islands,SB,Vanikoro,-11.6286,166.8383,critically endangered,5,2005,"Tryon & Hackman 1983, Alexandre François 2006 - http://alex.francois.free.fr/AF-terrain.htm"
01937,,Vedda,Veddha; Veda; Weda; Weddo; Beda; Bedda; Vaedda,Sri Lanka,LK,"Eastern Mountains, Badulla and Polonnaruwa districts",7.3460,81.3935,definitely endangered,300,"1993 by Jonston in Ethnologue, although ethnic population 2500 (2002)",
02518,,Vehes,,Papua New Guinea,PG,Morobe Province,-6.9427,146.9311,severely endangered,100,2000,Grimes 2000
01335,,Venetan,,Croatia; Italy; Slovenia,HR;IT;SI,"Veneto region, parts of Friuli-Venezia Giulia, Italy; Istria in both Slovenia and Croatia",45.4601,12.1948,vulnerable,2000000,compromise figure based on various sources,
01124,,Ventureño,,United States of America,US,,34.2809,-119.2979,extinct,0,,
00586,,Veps,“Vepsian”,Russian Federation,RU,"three dialect areas: Northern Veps: the eastern part of Onega (Prionezhskiy) County in the Republic of Karelia; Central Veps: across the boundary of St. Petersburg (Leningrad) and Vologda provinces, mainly in the southern part of Podporozh’ye County, the eastern corner of Tikhvin County and the northeastern part of Boksitogorsk counties in St. Petersburg Province, and the western parts of Babayevo and Vytegra counties in Vologda Province; Southern Veps: the southeastern part of Boksitogorsk County",60.3269,34.8046,severely endangered,5753,2002 census,
03006,,Vera’a,Vatrata,Vanuatu,VU,Vanua Lava,-13.8720,167.4323,definitely endangered,300,"2008, Alexandre François","Alexandre François 2008http://alex.francois.free.fr/AF-terrain.htm"
00157,,Vidunda,,United Republic of Tanzania,TZ,,-6.8664,37.3040,vulnerable,10000,2006,Karsten Legère
01821,,Vilamovian,Wilamowicean; Wymysorys,Poland,PL,"the village of Wilamowice, southern Poland; an outlying dialect of German",49.7909,18.7620,severely endangered,70,2003 Wicherkiewicz,"The making of a language: the case of the idiom of Wilamowice, southern Poland / by Tomasz Wicherkiewicz. Trends in Linguistics, Documentation 19; Berlin & New York: Mouton de Gruyter, 2003."
00840,,Vilela,,Argentina,AR,"East central Chaco Province near Paraguay border, also in Santa Fe and Buenos Aires.",-26.9808,-59.6777,extinct,0,Golluscio 2005,"- Golluscio 2005 “Documentación de lenguas amenzadas en su contexto etnográfico” en Bein, Roberto y Graciana Vázquez Villanueva (eds.) Actas Congreso Internacional Políticas Culturales e Integración Regional. Buenos Aires: Instituto de Lingüística, UBA (CD-Rom).- Ethnologue"
02991,,Voh-Koné dialects,"Bwatoo, Haeke, Haveke, Hmwaeke, Vamale, Waamwang",New Caledonia (France),NC,"Voh, Koné",-20.9665,164.7866,definitely endangered,878,1996 Census,"1996 Census, LACITO"
00587,,Vojvodina Rusyn,Pannonian Rusyn,Croatia; Serbia,HR;RS,the Ba_ka region in Vojvodina Province in Serbia and cross-border areas in Croatia; incorrectly subsumed under Rusyn [rue] by the SIL,45.6351,19.1903,definitely endangered,30000,"2002 Stegherr 30,000–35,000","Marc Stegherr: Rusinisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Milo_ Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 399–408."
03004,,Volow,Valuwa,Vanuatu,VU,Motalava Island,-13.6433,167.7159,critically endangered,1,"2008, Alexandre François","Alexandre François 2008http://alex.francois.free.fr/AF-terrain.htm"
00588,,Võro-Seto,,Estonia; Russian Federation,EE;RU,the southeastern corner of Estonia; Pechory County in the west of Pskov Province in the Russian Federation; a regional language not recognized by the SIL,57.8096,27.2900,definitely endangered,50000,personal communication with Karl Pajusalu,
00589,,Vote,"“Votian”, “Votic”; “Vod” (incorrect)",Russian Federation,RU,"Kingisepp County in the west of St. Petersburg (Leningrad) Province, concentrated in the villages of Krakol’e (Jõgõperä) and Peski-Luzhitsy (Liivt_ülä-Luuditsa), until recently also in Kotly (Kattila) and Mezhniki (Rajo), which belong to the area of the Western dialect; the last speakers of Eastern Vote, in Icipino (It_äpäivä), died probably in the 1960s, and those of the distinct, Ingrian-influenced dialect of Kurovitsy (Kukkusi) in the 1980s",59.5858,28.4518,critically endangered,20,current estimate,
00084,,Vumbu,,Gabon,GA,,-1.8783,10.8160,definitely endangered,2460,2000,Ethnologue
02970,,Wa,,Myanmar,MM,,21.8705,99.6519,severely endangered,,,
00314,,Waanyi,,Australia,AU,,-17.7486,138.2739,critically endangered,4,"NILS Report 2005Reliable & recent (+/- 20%)",
03220,,Wab,Som,Papua New Guinea,PG,"Near Saidor, on the north coast of Huon Peninsula, Madang Province",-5.6296,146.3900,vulnerable,142,1977,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
00315,,Wagiman,"Wageman, Wogeman.",Australia,AU,,-14.1845,131.6546,severely endangered,11,"NILS Report 2005Reliable & recent ",
01941,,Waigali,"kalaSa alâ, Waigeli, Waigalii, Waigala, Zhonjigali, Suki, Wai-Ala, Wai, Kalasha-Ala; Zemiaki (dialect)",Afghanistan,AF,Vaigal valley in Nuristan Province and central Kunar Province of Afghanistan,35.1895,71.1941,definitely endangered,2000,relatively accurate (2000),"Dr. Richard F. Strand, ’Nuristan’, http://users.sedona.net/~strand/Dr. George van Driem in ’Encyclopedia of the world’s endangered languaged’, ed. Christopher Moseley (2007)."
03095,,Waima’a,,Timor-Leste,TL,,-8.4995,126.3372,definitely endangered,3000,1981,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02210,,Waimirí-Atroarí,"Kinã, Kinja, Kinjá (autodenomination)",Brazil,BR,,-1.0985,-60.8203,vulnerable,1120,"2001; 2005 pop=1120, PWA/ISA, all speak the language","Databank Moore,2008."
02050,,Waiwai (Brazil),"Tunayana (in Suriname), Wai-Wái",Brazil,BR,,-0.7909,-58.2714,vulnerable,2916,"2000; 2005 pop=2914, ISA, all speak language","Databank Moore, 2008."
00471,,Waiwai (Guyana),"Wai-Wái, Tunayana",Guyana,GY,"Gunn’s Strip on the Upper Essequibo in the south of Guyana (240 people). Most live in Brazil (states of Roraima, Pará and Amapá). Some speakers live among the Trio in Suriname.",1.5598,-58.5131,vulnerable,240,,"J. Forte, in: Queixalós and Renault-Lescure, ’As línguas amazônicas hoje’ (2000)."
02359,,Waiwai (Suriname),"Katuena, Wai-Wái in Brazil, WaiWai in Guyana, Tunayana in Suriname",Suriname,SR,"The Tunayana Waiwai live in a Trio community in southern Suriname, Kwamalasemutu.",2.1528,-56.2060,critically endangered,750,,"R. Hemmauer (pers. comm.).Carlin and Arends (2002), ’Atlas of the Languages of Suriname’."
02058,,Wajãpi,"Wayampi, Oyampi, Wayãpy, Waiãpi",Brazil,BR,,0.7470,-52.8442,vulnerable,905,"1999; 2008 pop=905, Funai/ISA","Databank Moore, 2008."
00324,,Wajarri,"Watjari, Watjarri, Wadjari, Wadjeri.",Australia,AU,,-26.8841,116.6748,severely endangered,20,"NILS Report 2005Reliable & recent (+/- 20%)",
01723,,Wakhi,______,Afghanistan; China; Pakistan; Tajikistan,AF;CN;PK;TJ,"Ishkashim district of GBAO, Tajikistan; Northern Pakistan; Badakhshan Province of Afghanistan and Tashkurghan district of Xinjiang Province of China.",37.1603,74.9047,definitely endangered,75000,"The figure is relatively accurate and is based on approximate estimate of the speakers in the borders of four countries: Badakhshan region in Tajikistan, Badakhshan Province in Afghanistan, Northern Pakistan and Tashkurghan disctrict of Xinjiang Prov",Elnazarov. A. Personal research
02081,,Wali,Walari,Sudan,SD,,11.9372,29.3005,critically endangered,487,1977,"Voegelin & Voegelin, Ethnologue"
02315,,Walloon,,Belgium; France; Luxembourg,BE;FR;LU,"the greater part of the province of Liège, the southern part of the province of Brabant, the province of Namur, the northern part of the province of Luxembourg and the eastern part of the province of Hainaut, Belgium; the north of the department of Ardennes (town of Givet), France, where severely endangered; formerly also in two or three villages (Doncols, Sonlez) in Luxemburg, where the last speakers died in the 1970s",50.4575,4.8559,definitely endangered,600000,rough estimate based on various sources,
00316,,Walmajarri,"Walmadjari, Walmatjari, Walmatjiri, Walmajiri, Wolmeri, Pililuna. Dialects: Djuwarliny (Juwaliny, Tjuwalinj).",Australia,AU,,-19.9939,125.5297,definitely endangered,500,"NILS Report 2005Reliable & recent (+/- 20%)",
00317,,Wambaya,"Wambaia, Wambaja, Wombya, Wom-By-A, Umbaia, Yumpia.",Australia,AU,,-17.7696,134.9230,critically endangered,20,"NILS Report 2005Somewhat reliable",
01434,,Wambule,________; Ombule; Umbule; Ambule; Chaurasia; Chaurasya,Nepal,NP,"Okhal_hu_g_, Kho___ and Udaypur districts, around the conﬂuence of the D_dhkos_ and Sunkos_ rivers.",27.1746,86.4363,vulnerable,4471,2001 census,"Opgenort, Jean Robert. 2004. A Grammar of Wambule. Grammar, Lexicon, Texts and Cultural Survey of a Kiranti Tribe of Eastern Nepal (xxix + 900 = 929 pp., 16 illus.). Brill’s Tibetan Studies Library. Languages of the Greater Himalayan Region, 2. Leiden: Koninklijke Brill.Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.ethnologue.com"
00950,,Wampis,"Huambisa, Wambisa",Peru,PE,Departamentos de Amazonas y Loreto; cuenca de ríos Morona y Santiago.,-3.4476,-77.7941,vulnerable,8000,,"Pozzi-Escot (2008), ’El multilingüismo en el Perú’"
00472,,Wanai,Mapoyo,Venezuela (Bolivarian Republic of),VE,"Municipality of La Urbana (in the western part of the state of Bolívar, near the Orinoco river)",7.1117,-66.7199,critically endangered,0,,"Mosonyi and Mosonyi (2000), ’Manual de lenguas indígenas de Venezuela’M.C. Matthéi-Muller."
02211,,Wanano / Kotiria (Brazil),"Uanano, Wanano, Kotiria, Guanano (SIL)",Brazil,BR,,0.6152,-67.5000,vulnerable,650,"2005 pop=735, Dsei/Foirn/ISA, speaker estimate from linguist Stenzel, who works with the language","Databank Moore, 2008."
02387,,Wanano / Kotiria (Colombia),"Guanano, Kotiria is autodenomination in Brazil",Colombia,CO,,1.0106,-69.6423,definitely endangered,,,
01431,,Wancho,,India,IN,"Arunachal Pradesh, Changlang Dt.",26.9759,95.4656,vulnerable,49000,"estimate, India Census 2001",
